question,answer,source,focus_area
What is (are) Alcohol Use and Older Adults ?,"If a person drinks too much or too often he or she may develop an alcohol use disorder (AUD). An AUD can range in severity from mild to severe. On one end of this spectrum, drinking might cause sickness, depression, or sleeping problems. More severe symptoms include drinking more than intended or craving alcohol once youve stopped drinking. AUD can be a lifelong disease in which people have a strong need to drink, cannot control their drinking once they start, and over time need to drink greater and greater amounts of alcohol to get high. Older adults who develop a severe AUD become physically dependent on alcohol. When they stop drinking, they can get nauseated, sweaty, shaky, and restless. These withdrawal symptoms can cause them to start drinking again to feel better, even though doing so can lead to physical or psychological problems.  Learn more about alcohol use disorder.",NIHSeniorHealth,Alcohol Use and Older Adults
What are the treatments for Alcohol Use and Older Adults ?,"There is not one right treatment for everyone with alcohol problems. In general, many people need more than one kind of treatment. Medicines can help people with alcohol use disorder quit drinking. Meeting with a therapist or substance-abuse counselor or with a support group may also help. Support from family and friends is important, too. A doctor can help a person decide on the best treatment. Making a change sooner rather than later makes treatment more likely to succeed. Learn more about treatment options for alcohol problems.  Learn more about available types of alcohol treatment.  (Watch the video to learn more about getting help for alcohol use disorder (AUD). To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.)",NIHSeniorHealth,Alcohol Use and Older Adults
What are the treatments for Alcohol Use and Older Adults ?,"Prescription medicines can help people with alcohol use disorder reduce their drinking, avoid going back to heavy drinking, and get sober. None of them works in every person. There are three medications approved by the U.S. Food and Drug Administration for the treatment of alcohol use disorder. - Naltrexone (Depade, ReVia, Vivitrol) acts in the brain to reduce craving for alcohol  -  Acamprosate (Campral) helps manage withdrawal symptoms such as anxiety, nausea, and sweating that may lead to a drinking relapse   - Disulfiram (Antabuse) makes a person feel sick after drinking alcohol.  Naltrexone (Depade, ReVia, Vivitrol) acts in the brain to reduce craving for alcohol Acamprosate (Campral) helps manage withdrawal symptoms such as anxiety, nausea, and sweating that may lead to a drinking relapse Disulfiram (Antabuse) makes a person feel sick after drinking alcohol.",NIHSeniorHealth,Alcohol Use and Older Adults
What are the treatments for Alcohol Use and Older Adults ?,"Talking about alcohol use with a professional is beneficial to many people. Counseling  either one-on-one or in groups  can help develop skills to stop or reduce drinking, develop reachable goals, manage the triggers that lead to alcohol misuse and build a strong social support system that supports healthy habits. There are many kinds of counseling approaches. - cognitive behavior therapy   - motivational enhancement therapy  - marital and family counseling  - brief interventions cognitive behavior therapy motivational enhancement therapy marital and family counseling brief interventions Learn more about each type of behavioral therapy.  Counseling can be provided by - primary care doctors   - psychiatrists  -  psychologists  -  social workers  - certified alcohol counselors.  primary care doctors psychiatrists psychologists social workers certified alcohol counselors.",NIHSeniorHealth,Alcohol Use and Older Adults
Where to find support for people with Alcohol Use and Older Adults ?,"Many people with alcohol problems find it helpful to talk with others who have faced similar problems. Mutual help groups, such as Alcoholics Anonymous (AA) 12-step programs, help people recover from alcohol use disorder. AA meetings are open to anyone who wants to stop drinking. Attending mutual-help groups is beneficial for many people who want to stop drinking. Many people continue to go to support/mutual help groups even after medical treatment for their alcohol problems ends. There are other mutual help groups available such as Smart Recovery, Life Ring, and Moderation Management.  Learn more about available types of treatment for alcohol problems.",NIHSeniorHealth,Alcohol Use and Older Adults
What is (are) Alcohol Use and Older Adults ?,"Some people with an alcohol use disorder are treated in a facility, such as a hospital, mental health center, or substance abuse clinic. Treatment may last as long as several weeks. This type of treatment typically involves detoxification (when a person is weaned from alcohol), medicine, and counseling.  Learn more about treatment settings for alcohol problems.   Use the Behavioral Health Treatment Services Locator to find a treatment facility.",NIHSeniorHealth,Alcohol Use and Older Adults
What are the treatments for Alcohol Use and Older Adults ?,"Most people with alcohol problems can be treated successfully. People with an alcohol use disorder and those who misuse alcohol and cannot stay within healthy drinking limits should stop drinking altogether. Others can cut back until their drinking is under control. Changing drinking habits isnt easy. Often it takes more than one try to succeed. But people dont have to go it alone. There are plenty of sources of help. (Watch the video to learn more about getting help for alcohol use disorder (AUD). To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) A doctor can help decide the best treatment for people with alcohol problems. Many people need more than one kind of treatment. Medicines can help people with an alcohol use disorder quit drinking. Meeting with a therapist or substance-abuse counselor or with a support group may also help. Support from family and friends is important, too. Making a change sooner rather than later makes treatment more likely to succeed. When treatment is successful, people have longer and longer periods without drinking alcohol. Finally, they are able to stop drinking or stick to healthy drinking limits. But treatment does not always work. Relapse is common among people who overcome alcohol problems. People with drinking problems are most likely to relapse during periods of stress or when exposed to people or places associated with past drinking.  Learn more about the treatment process for alcohol use disorder.",NIHSeniorHealth,Alcohol Use and Older Adults
What are the treatments for Alcohol Use and Older Adults ?,Older people with alcohol problems respond to treatment as well as younger people. Some studies suggest that older adults do better when they are treated with other people the same age instead of mixed in with younger adults. Some communities have treatment programs and support groups specifically for older adults.,NIHSeniorHealth,Alcohol Use and Older Adults
What is (are) Osteoarthritis ?,"Affects Many Older People Osteoarthritis is the most common form of arthritis among older people, and it is one of the most frequent causes of physical disability among older adults. The disease affects both men and women. Before age 45, osteoarthritis is more common in men than in women. After age 45, osteoarthritis is more common in women. It is estimated that 33.6% (12.4 million) of individuals age 65 and older are affected by the disease. Osteoarthritis occurs when cartilage, the tissue that cushions the ends of the bones within the joints, breaks down and wears away. In some cases, all of the cartilage may wear away, leaving bones that rub up against each other. Joint Stiffness and Pain Symptoms range from stiffness and mild pain that comes and goes to severe joint pain. Osteoarthritis affects hands, low back, neck, and weight-bearing joints such as knees, hips, and feet. osteoarthritis affects just joints, not internal organs. Hands Osteoarthritis of the hands seems to run in families. If your mother or grandmother has or had osteoarthritis in their hands, youre at greater-than-average risk of having it too. Women are more likely than men to have osteoarthritis in the hands. For most women, it develops after menopause. When osteoarthritis involves the hands, small, bony knobs may appear on the end joints (those closest to the nails) of the fingers. They are called Heberdens (HEBerr-denz) nodes. Similar knobs, called Bouchards (boo-SHARDZ) nodes, can appear on the middle joints of the fingers. Fingers can become enlarged and gnarled, and they may ache or be stiff and numb. The base of the thumb joint also is commonly affected by osteoarthritis. Knees The knees are among the joints most commonly affected by osteoarthritis. Symptoms of knee osteoarthritis include stiffness, swelling, and pain, which make it hard to walk, climb, and get in and out of chairs and bathtubs. Osteoarthritis in the knees can lead to disability. Hips The hips are also common sites of osteoarthritis. As with knee osteoarthritis, symptoms of hip osteoarthritis include pain and stiffness of the joint itself. But sometimes pain is felt in the groin, inner thigh, buttocks, or even the knees. Osteoarthritis of the hip may limit moving and bending, making daily activities such as dressing and putting on shoes a challenge. Spine Osteoarthritis of the spine may show up as stiffness and pain in the neck or lower back. In some cases, arthritis-related changes in the spine can cause pressure on the nerves where they exit the spinal column, resulting in weakness, tingling, or numbness of the arms and legs. In severe cases, this can even affect bladder and bowel function.",NIHSeniorHealth,Osteoarthritis
What causes Osteoarthritis ?,"Risk Increases With Age Researchers suspect that osteoarthritis is caused by a combination of factors in the body and the environment. The chance of developing osteoarthritis increases with age. It is estimated that 33.6% (12.4 million) of individuals age 65 and older are affected by the disease. Wear and Tear on Joints Affects Cartilage Osteoarthritis often results from years of wear and tear on joints. This wear and tear mostly affects the cartilage, the tissue that cushions the ends of bones within the joint. Osteoarthritis occurs when the cartilage begins to fray, wear away, and decay. Putting too much stress on a joint that has been previously injured, improper alignment of joints, and excess weight all may contribute to the development of osteoarthritis.",NIHSeniorHealth,Osteoarthritis
What are the symptoms of Osteoarthritis ?,"Pain and Stiffness in Joints Different types of arthritis have different symptoms. In general, people with most forms of arthritis have pain and stiffness in their joints. Osteoarthritis usually develops slowly and can occur in any joint, but often occurs in weight-bearing joints. Early in the disease, joints may ache after physical work or exercise. Most often, osteoarthritis occurs in the hands, hips, knees, neck, or low back. Common Signs Common signs of osteoarthritis include - joint pain, swelling, and tenderness  - stiffness after getting out of bed  - a crunching feeling or sound of bone rubbing on bone. joint pain, swelling, and tenderness stiffness after getting out of bed a crunching feeling or sound of bone rubbing on bone. Not everyone with osteoarthritis feels pain, however. In fact, only a third of people with x-ray evidence of osteoarthritis report pain or other symptoms. Diagnosis To make a diagnosis of osteoarthritis, most doctors use a combination of methods and tests including a medical history, a physical examination, x-rays, and laboratory tests. - A medical history is the patient's description of symptoms and when and how they began. The description covers pain, stiffness, and joint function, and how these have changed over time.   - A physical examination includes the doctor's examination of the joints, skin, reflexes, and muscle strength. The doctor observes the patient's ability to walk, bend, and carry out activities of daily living.  - X-rays are limited in their capacity to reveal how much joint damage may have occurred in osteoarthritis. X-rays usually don't show osteoarthritis damage until there has been a significant loss of cartilage.  A medical history is the patient's description of symptoms and when and how they began. The description covers pain, stiffness, and joint function, and how these have changed over time. A physical examination includes the doctor's examination of the joints, skin, reflexes, and muscle strength. The doctor observes the patient's ability to walk, bend, and carry out activities of daily living. X-rays are limited in their capacity to reveal how much joint damage may have occurred in osteoarthritis. X-rays usually don't show osteoarthritis damage until there has been a significant loss of cartilage. Questions Your Doctor May Ask It is important for people with joint pain to give the doctor a complete medical history. Answering these questions will help your doctor make an accurate diagnosis: - Is the pain in one or more joints?  - When does the pain occur and how long does it last?  - When did you first notice the pain?  - Does activity make the pain better or worse?  - Have you had any illnesses or accidents that may account for the pain?  - Is there a family history of any arthritis or rheumatic diseases?  - What medicines are you taking? Is the pain in one or more joints? When does the pain occur and how long does it last? When did you first notice the pain? Does activity make the pain better or worse? Have you had any illnesses or accidents that may account for the pain? Is there a family history of any arthritis or rheumatic diseases? What medicines are you taking? A patient's attitudes, daily activities, and levels of anxiety or depression have a lot to do with how severe the symptoms of osteoarthritis may be. Who Can Provide Care Treating arthritis often requires a multidisciplinary or team approach. Many types of health professionals care for people with arthritis. You may choose a few or more of the following professionals to be part of your health care team. - Primary care physicians -- doctors who treat patients before they are referred to other specialists in the health care system. Often a primary care physician will be the main doctor to treat your arthritis. Primary care physicians also handle other medical problems and coordinate the care you receive from other physicians and health care providers. Primary care physicians -- doctors who treat patients before they are referred to other specialists in the health care system. Often a primary care physician will be the main doctor to treat your arthritis. Primary care physicians also handle other medical problems and coordinate the care you receive from other physicians and health care providers. - Rheumatologists  -- doctors who specialize in treating arthritis and related conditions that affect joints, muscles, and bones. Rheumatologists  -- doctors who specialize in treating arthritis and related conditions that affect joints, muscles, and bones. - Orthopaedists  -- surgeons who specialize in the treatment of, and surgery for, bone and joint diseases. Orthopaedists  -- surgeons who specialize in the treatment of, and surgery for, bone and joint diseases. - Physical therapists  -- health professionals who work with patients to improve joint function. Physical therapists  -- health professionals who work with patients to improve joint function. - Occupational therapists  -- health professionals who teach ways to protect joints, minimize pain, perform activities of daily living, and conserve energy. Occupational therapists  -- health professionals who teach ways to protect joints, minimize pain, perform activities of daily living, and conserve energy. - Dietitians -- health professionals who teach ways to use a good diet to improve health and maintain a healthy weight. Dietitians -- health professionals who teach ways to use a good diet to improve health and maintain a healthy weight. - Nurse educators  -- nurses who specialize in helping patients understand their overall condition and implement their treatment plans. Nurse educators  -- nurses who specialize in helping patients understand their overall condition and implement their treatment plans. - Physiatrists (rehabilitation specialists) -- medical doctors who help patients make the most of their physical potential.  Physiatrists (rehabilitation specialists) -- medical doctors who help patients make the most of their physical potential. - Licensed acupuncture therapists  -- health professionals who reduce pain and improve physical functioning by inserting fine needles into the skin at specific points on the body. Licensed acupuncture therapists  -- health professionals who reduce pain and improve physical functioning by inserting fine needles into the skin at specific points on the body. - Psychologists  -- health professionals who seek to help patients cope with difficulties in the home and workplace resulting from their medical conditions. Psychologists  -- health professionals who seek to help patients cope with difficulties in the home and workplace resulting from their medical conditions. - Social workers -- professionals who assist patients with social challenges caused by disability, unemployment, financial hardships, home health care, and other needs resulting from their medical conditions. Social workers -- professionals who assist patients with social challenges caused by disability, unemployment, financial hardships, home health care, and other needs resulting from their medical conditions. - Chiropractors  -- health professionals who focus treatment on the relationship between the body's structure -- mainly the spine -- and its functioning. Chiropractors  -- health professionals who focus treatment on the relationship between the body's structure -- mainly the spine -- and its functioning. - Massage therapists  -- health professionals who press, rub, and otherwise manipulate the muscles and other soft tissues of the body. They most often use their hands and fingers, but may use their forearms, elbows, or feet. Massage therapists  -- health professionals who press, rub, and otherwise manipulate the muscles and other soft tissues of the body. They most often use their hands and fingers, but may use their forearms, elbows, or feet.",NIHSeniorHealth,Osteoarthritis
What are the treatments for Osteoarthritis ?,"Treatment Goals: Manage Pain, Improve Function Osteoarthritis treatment plans often include ways to manage pain and improve function. Such plans can include exercise, rest and joint care, pain relief, weight control, medicines, surgery, and non-traditional treatment approaches. Current treatments for osteoarthritis can relieve symptoms such as pain and disability, but right now there are no treatments that can cure osteoarthritis. Exercise: One of the Best Treatments Exercise is one of the best treatments for osteoarthritis. It can improve mood and outlook, decrease pain, increase flexibility, and help you maintain a healthy weight. The amount and form of exercise will depend on which joints are involved, how stable the joints are, whether or not the joint is swollen, and whether a joint replacement has already been done. Ask your doctor or physical therapist what exercises are best for you The following types of exercise are part of a well-rounded arthritis treatment plan. -  Strengthening exercises.  These exercises strengthen muscles that support joints affected by arthritis. They can be performed with weights or with exercise bands, inexpensive devices that add resistance.  - Aerobic activities.  These are exercises, such as brisk walking or low-impact aerobics, that get your heart pumping and can keep your lungs and circulatory system in shape.   -  Range-of-motion activities.  These keep your joints limber.  - Balance and agility exercises.  These help you maintain your balance and reduce the risk of falling.   Strengthening exercises.  These exercises strengthen muscles that support joints affected by arthritis. They can be performed with weights or with exercise bands, inexpensive devices that add resistance. Aerobic activities.  These are exercises, such as brisk walking or low-impact aerobics, that get your heart pumping and can keep your lungs and circulatory system in shape.  Range-of-motion activities.  These keep your joints limber. Balance and agility exercises.  These help you maintain your balance and reduce the risk of falling. To see examples of exercises for older adults, see  Exercises to Try or visit Go4Life,  the National Institute on Agings exercise and physical activity program for older adults. Weight Control If you are overweight or obese, you should try to lose weight. Weight loss can reduce stress on weight-bearing joints, limit further injury, increase mobility, and reduce the risk of associated health problems. A dietitian can help you develop healthy eating habits. A healthy diet and regular exercise help reduce weight. Rest and Relief from Stress on Joints Treatment plans include regularly scheduled rest. You must learn to recognize the bodys signals, and know when to stop or slow down. This will prevent the pain caused by overexertion. Although pain can make it difficult to sleep, getting proper sleep is important for managing arthritis pain. If you have trouble sleeping, you may find that relaxation techniques, stress reduction, and biofeedback can help. Timing medications to provide maximum pain relief through the night can also help. If joint pain interferes with your ability to sleep or rest, consult your doctor. Some people find relief from special footwear and insoles that can reduce pain and improve walking or from using canes to take pressure off painful joints. They may use splints or braces to provide extra support for joints and/ or keep them in proper position during sleep or activity. Splints should be used only for limited periods of time because joints and muscles need to be exercised to prevent stiffness and weakness. If you need a splint, an occupational therapist or a doctor can help you get a properly fitted one. Non-drug Pain Relief and Alternative Therapies People with osteoarthritis may find many nondrug ways to relieve pain. Below are some examples. - Heat and cold. Heat or cold (or a combination of the two) can be useful for joint pain. Heat can be applied in a number of different ways -- with warm towels, hot packs, or a warm bath or shower -- to increase blood flow and ease pain and stiffness. In some cases, cold packs (bags of ice or frozen vegetables wrapped in a towel), which reduce inflammation, can relieve pain or numb the sore area. (Check with a doctor or physical therapist to find out if heat or cold is the best treatment.) Heat and cold. Heat or cold (or a combination of the two) can be useful for joint pain. Heat can be applied in a number of different ways -- with warm towels, hot packs, or a warm bath or shower -- to increase blood flow and ease pain and stiffness. In some cases, cold packs (bags of ice or frozen vegetables wrapped in a towel), which reduce inflammation, can relieve pain or numb the sore area. (Check with a doctor or physical therapist to find out if heat or cold is the best treatment.) - Transcutaneous electrical nerve stimulation (TENS). TENS is a technique that uses a small electronic device to direct mild electric pulses to nerve endings that lie beneath the skin in the painful area. TENS may relieve some arthritis pain. It seems to work by blocking pain messages to the brain and by modifying pain perception. Transcutaneous electrical nerve stimulation (TENS). TENS is a technique that uses a small electronic device to direct mild electric pulses to nerve endings that lie beneath the skin in the painful area. TENS may relieve some arthritis pain. It seems to work by blocking pain messages to the brain and by modifying pain perception. - Massage.  In this pain-relief approach, a massage therapist will lightly stroke and/or knead the painful muscles. This may increase blood flow and bring warmth to a stressed area. However, arthritis-stressed joints are sensitive, so the therapist must be familiar with the problems of the disease.  Massage.  In this pain-relief approach, a massage therapist will lightly stroke and/or knead the painful muscles. This may increase blood flow and bring warmth to a stressed area. However, arthritis-stressed joints are sensitive, so the therapist must be familiar with the problems of the disease. -  Acupuncture.  Some people have found pain relief using acupuncture, a practice in which fine needles are inserted by a licensed acupuncture therapist at specific points on the skin. Scientists think the needles stimulate the release of natural, pain-relieving chemicals produced by the nervous system. A large study supported by the National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS) and the National Center for Complementary and Alternative Medicine (NCCAM) revealed that acupuncture relieves pain and improves function in knee osteoarthritis, and it serves as an effective complement to standard care.  Acupuncture.  Some people have found pain relief using acupuncture, a practice in which fine needles are inserted by a licensed acupuncture therapist at specific points on the skin. Scientists think the needles stimulate the release of natural, pain-relieving chemicals produced by the nervous system. A large study supported by the National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS) and the National Center for Complementary and Alternative Medicine (NCCAM) revealed that acupuncture relieves pain and improves function in knee osteoarthritis, and it serves as an effective complement to standard care. - Nutritional supplements, such as glucosamine and chondroitin sulfate have been reported to improve the symptoms of people with osteoarthritis, as have certain vitamins. Additional studies have been carried out to further evaluate these claims. It is unknown whether they might change the course of disease. Nutritional supplements, such as glucosamine and chondroitin sulfate have been reported to improve the symptoms of people with osteoarthritis, as have certain vitamins. Additional studies have been carried out to further evaluate these claims. It is unknown whether they might change the course of disease. - Folk remedies. These include the wearing of copper bracelets, following special diets, and rubbing WD-40 on joints to lubricate them. Although these practices may or may not be harmful, no scientific research to date shows that they are helpful in treating osteoarthritis. They can also be expensive, and using them may cause people to delay or even abandon useful medical treatment. Folk remedies. These include the wearing of copper bracelets, following special diets, and rubbing WD-40 on joints to lubricate them. Although these practices may or may not be harmful, no scientific research to date shows that they are helpful in treating osteoarthritis. They can also be expensive, and using them may cause people to delay or even abandon useful medical treatment. For general information on alternative therapies, see the Complementary Health Approaches topic. Medications Doctors consider a number of factors when choosing medicines for their patients. In particular, they look at the type of pain the patient may be having and any possible side effects from the drugs. For pain relief, doctors usually start with acetaminophen because the side effects are minimal. If acetaminophen does not relieve pain, then non-steroidal anti-inflammatory drugs such as ibuprofen and naproxen may be used. Some NSAIDs are available over the counter, while more than a dozen others, including a subclass called COX-2 inhibitors, are available only with a prescription. Other medications, including corticosteroids, hyaluronic acid, and topical creams are also used. Reduce the Risks of NSAID Use Most medicines used to treat osteoarthritis have side effects, so it is important for people to learn about the medicines they take. For example, people over age 65 and those with any history of ulcers or stomach bleeding should use non-steroidal anti-inflammatory drugs, or NSAIDs, with caution. There are measures you can take to help reduce the risk of side effects associated with NSAIDs. These include taking medications with food and avoiding stomach irritants such as alcohol, tobacco, and caffeine. In some cases, it may help to take another medication along with an NSAID to coat the stomach or block stomach acids. Although these measures may help, they are not always completely effective. For more tips on how older adults can avoid side effects, see Side Effects  in the Taking Medicines topic. Surgery For many people, surgery helps relieve the pain and disability of osteoarthritis. Surgery may be performed to achieve one or more of the following goals. - Removal of loose pieces of bone and cartilage from the joint if they are causing symptoms of buckling or locking (arthroscopic debridement).  - Repositioning of bones (osteotomy).  - Resurfacing (smoothing out) bones (joint resurfacing). Removal of loose pieces of bone and cartilage from the joint if they are causing symptoms of buckling or locking (arthroscopic debridement). Repositioning of bones (osteotomy). Resurfacing (smoothing out) bones (joint resurfacing). Joint Replacement Surgeons may replace affected joints with artificial joints called prostheses. These joints can be made from metal alloys, high-density plastic, and ceramic material. Some prostheses are joined to bone surfaces with special cements. Others have porous surfaces and rely on the growth of bone into that surface (a process called biologic fixation) to hold them in place. Artificial joints can last 10 to 15 years or longer. Surgeons choose the design and components of prostheses according to their patients weight, sex, age, activity level, and other medical conditions. Joint replacement advances in recent years have included the ability, in some cases, to replace only the damaged part of the knee joint, leaving undamaged parts of the joint intact, and the ability to perform hip replacement through much smaller incisions than previously possible. For more on joint replacement see the Hip Replacement and Knee Replacement topics. Deciding on Surgery The decision to use surgery depends on several factors, including the patients age, occupation, level of disability, pain intensity, and the degree to which arthritis interferes with his or her lifestyle. After surgery and rehabilitation, the patient usually feels less pain and swelling and can move more easily.",NIHSeniorHealth,Osteoarthritis
What is (are) Osteoarthritis ?,"Osteoarthritis is the most common form of arthritis among older people. It affects hands, low back, neck, and weight-bearing joints such as knees, hips, and feet. Osteoarthritis occurs when cartilage, the tissue that cushions the ends of the bones within the joints, breaks down and wears away. This causes bones to rub together, causing pain, swelling, and loss of motion of the joint.",NIHSeniorHealth,Osteoarthritis
How many people are affected by Osteoarthritis ?,The chance of developing osteoarthritis increases with age. It is estimated that 33.6% (12.4 million) of individuals age 65 and older are affected by the disease.,NIHSeniorHealth,Osteoarthritis
What causes Osteoarthritis ?,"Osteoarthritis often results from years of wear and tear on joints. This wear and tear mostly affects the cartilage, the tissue that cushions the ends of bones within the joint. Osteoarthritis occurs when the cartilage begins to fray, wear away, and decay. Putting too much stress on a joint that has been repeatedly injured may lead to the development of osteoarthritis, too. A person who is overweight is more likely to develop osteoarthritis because of too much stress on the joints. Also, improper joint alignment may lead to the development of osteoarthritis.",NIHSeniorHealth,Osteoarthritis
What are the symptoms of Osteoarthritis ?,"Warning signs of osteoarthritis include -  joint pain  -  swelling or tenderness in one or more joints  -  stiffness after getting out of bed or sitting for a long time  -  a crunching feeling or sound of bone rubbing on bone.  joint pain swelling or tenderness in one or more joints stiffness after getting out of bed or sitting for a long time a crunching feeling or sound of bone rubbing on bone. Not everyone with osteoarthritis develops symptoms. In fact, only a third of people with x-ray evidence of osteoarthritis report pain or other symptoms.",NIHSeniorHealth,Osteoarthritis
How to diagnose Osteoarthritis ?,"No single test can diagnose osteoarthritis. When a person feels pain in his or her joints, it may or may not be osteoarthritis. The doctor will use a combination of tests to try to determine if osteoarthritis is causing the symptoms. These may include a medical history, a physical examination, x-rays, and laboratory tests. A patient's attitudes, daily activities, and levels of anxiety or depression have a lot to do with how much the symptoms of osteoarthritis affect day-to-day living.",NIHSeniorHealth,Osteoarthritis
What are the treatments for Osteoarthritis ?,"Warm towels, hot packs, or a warm bath or shower can provide temporary pain relief. Medications such as non-steroidal anti-inflammatory drugs, or NSAIDs, help reduce pain and inflammation that result from osteoarthritis. A doctor or physical therapist can recommend if heat or cold is the best treatment. For osteoarthritis in the knee, wearing insoles or cushioned shoes may reduce joint stress.",NIHSeniorHealth,Osteoarthritis
What are the treatments for Osteoarthritis ?,"People with osteoarthritis may find many non-drug ways to relieve pain. Below are some examples. Heat and cold.  Heat or cold (or a combination of the two) can be useful for joint pain. Heat can be applied in a number of different ways -- with warm towels, hot packs, or a warm bath or shower -- to increase blood flow and ease pain and stiffness. In some cases, cold packs (bags of ice or frozen vegetables wrapped in a towel), which reduce inflammation, can relieve pain or numb the sore area. (Check with a doctor or physical therapist to find out if heat or cold is the best treatment.) Transcutaneous electrical nerve stimulation (TENS). TENS is a technique that uses a small electronic device to direct mild electric pulses to nerve endings that lie beneath the skin in the painful area. TENS may relieve some arthritis pain. It seems to work by blocking pain messages to the brain and by modifying pain perception. Massage.  In this pain-relief approach, a massage therapist will lightly stroke and/or knead the painful muscles. This may increase blood flow and bring warmth to a stressed area. However, arthritis-stressed joints are sensitive, so the therapist must be familiar with the problems of the disease. Acupuncture.  Some people have found pain relief using acupuncture, a practice in which fine needles are inserted by a licensed acupuncture therapist at specific points on the skin. Scientists think the needles stimulate the release of natural, pain-relieving chemicals produced by the nervous system. A large study supported by the National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS) and the National Center for Complementary and Alternative Medicine (NCCAM) revealed that acupuncture relieves pain and improves function in knee osteoarthritis, and it serves as an effective complement to standard care. Nutritional supplements, such as glucosamine and chondroitin sulfate, have been reported to improve the symptoms of people with osteoarthritis, as have certain vitamins. Additional studies have been carried out to further evaluate these claims. It is unknown whether they might change the course of disease. Folk remedies  include the wearing of copper bracelets, following special diets, and rubbing WD-40 on joints to lubricate them. Although these practices may or may not be harmful, no scientific research to date shows that they are helpful in treating osteoarthritis. They can also be expensive, and using them may cause people to delay or even abandon useful medical treatment. For general information about alternative therapies, see the Complementary Health Approaches  topic.",NIHSeniorHealth,Osteoarthritis
What are the treatments for Osteoarthritis ?,"Doctors consider a number of factors when choosing medicines for their patients. In particular, they look at the type of pain the patient may be having and any possible side effects from the drugs. For pain relief, doctors usually start with acetaminophen because the side effects are minimal. If acetaminophen does not relieve pain, then non-steroidal anti-inflammatory drugs such as ibuprofen and naproxen may be used. Some NSAIDs are available over the counter, while more than a dozen others, including a subclass called COX-2 inhibitors, are available only with a prescription. Corticosteroids, hyaluronic acid, and topical creams are also used. Most medicines used to treat osteoarthritis have side effects, so it is important for people to learn about the medicines they take. For example, people over age 65 and those with any history of ulcers or stomach bleeding should use non-steroidal anti-inflammatory drugs, or NSAIDs, with caution. There are measures you can take to help reduce the risk of side effects associated with NSAIDs. These include taking medications with food and avoiding stomach irritants such as alcohol, tobacco, and caffeine. In some cases, it may help to take another medication along with an NSAID to coat the stomach or block stomach acids. Although these measures may help, they are not always completely effective. For more tips on how older adults can avoid medication side effects, see Side Effects in the Taking Medicines topic.",NIHSeniorHealth,Osteoarthritis
What are the treatments for Osteoarthritis ?,"For many people, surgery helps relieve the pain and disability of osteoarthritis. Surgery may be performed to achieve one or more of the following. - Removal of loose pieces of bone and cartilage from the joint if they are causing symptoms of buckling or locking (arthroscopic debridement).  - Repositioning of bones (osteotomy).  - Resurfacing (smoothing out) bones (joint resurfacing). Removal of loose pieces of bone and cartilage from the joint if they are causing symptoms of buckling or locking (arthroscopic debridement). Repositioning of bones (osteotomy). Resurfacing (smoothing out) bones (joint resurfacing). The decision to use surgery depends on several factors, including the patients age, occupation, level of disability, pain intensity, and the degree to which arthritis interferes with his or her lifestyle. After surgery and rehabilitation, the patient usually feels less pain and swelling and can move more easily.",NIHSeniorHealth,Osteoarthritis
